"",ResponseId,condition,open.1,open.2,ColumnID,Text,Segment,WC,Affect,emotion
813,R_6uIYxGKzzxicYgo,High,"It makes me feel good the setting of these images relaxes me, makes me want to set it as my background I love these types of images.",I would feel like it's trying to tell me something maybe that half the world is good and somewhere out there there's the evil half,text,"It makes me feel good the setting of these images relaxes me, makes me want to set it as my background I love these types of images. I would feel like it's trying to tell me something maybe that half the world is good and somewhere out there there's the evil half",1,52,9.62,7.69
814,R_77NkfGHVetdMf7W,High,These images definitely communicate the effects of air pollution and the damage it is doing to our world. It worries me that plants and animals and humans are being hurt by man-made activities.,These images show the effects of global warming. The earth is heating up. Plants and animals are being negatively impacted. There are more droughts. It makes me sad that our environment is being damaged. It concerns me. I am concerned.,text,These images definitely communicate the effects of air pollution and the damage it is doing to our world. It worries me that plants and animals and humans are being hurt by man-made activities. These images show the effects of global warming. The earth is heating up. Plants and animals are being negatively impacted. There are more droughts. It makes me sad that our environment is being damaged. It concerns me. I am concerned.,1,73,6.85,5.48
815,R_7DNY8WChkhekrWr,Low,It's pictures of people and different places or cities in earth and are different from each. They me feel normal.,They are pictures of earth and continents and make me feel nothing about them. It's just pictures and that's it.,text,It's pictures of people and different places or cities in earth and are different from each. They me feel normal. They are pictures of earth and continents and make me feel nothing about them. It's just pictures and that's it.,1,40,0,0
816,R_7M4pKuvY0o1ncYH,Low,There is no relationship of content between these photos. Just random and no info to go along with them.,"Attractive images, but the black background is all wrong. Should be white background with a heavy black border around each individual photo.",text,"There is no relationship of content between these photos. Just random and no info to go along with them. Attractive images, but the black background is all wrong. Should be white background with a heavy black border around each individual photo.",1,41,4.88,0
817,R_7kY4UMwU2o9OKKB,Low,It shows people that I can relate to that are using their first amendment rights to make their voices heard on this topic,Worldwide and on a variety of different topics and situations. Much of it has to do with the effects that climate change has on the different situations,text,It shows people that I can relate to that are using their first amendment rights to make their voices heard on this topic Worldwide and on a variety of different topics and situations. Much of it has to do with the effects that climate change has on the different situations,1,50,0,0
818,R_7kL413LP5LNPLTr,High,"Again, these are highly stylized images to dramatize the effects of pollution on the environment. I feel in accord with the images even if they are overly dramatic.","These images are trying to dramatize climate change by juxtaposition. I don't know how they make me feel because they are so aesthetically stylized. Because I am deeply concerned about the issue, it's preaching to the choir, I guess, but through image rather than word.",text,"Again, these are highly stylized images to dramatize the effects of pollution on the environment. I feel in accord with the images even if they are overly dramatic.  These images are trying to dramatize climate change by juxtaposition. I don't know how they make me feel because they are so aesthetically stylized. Because I am deeply concerned about the issue, it's preaching to the choir, I guess, but through image rather than word.",1,73,1.37,1.37
819,R_1g6DHSxA2pMIsc4,High,The pictures remind me that a lot of work needs to be done the help with climate change. The images pretty much sum up what is wrong in different areas of the planet.,These images pretty much point out the right and wrong with our planet. the right things need to be worked on to return our planet to a great place to live.,text,The pictures remind me that a lot of work needs to be done the help with climate change. The images pretty much sum up what is wrong in different areas of the planet. These images pretty much point out the right and wrong with our planet. the right things need to be worked on to return our planet to a great place to live.,1,64,6.25,0
820,R_1zo6v3zIxK9FagO,High,Photography of different landscapes and the planet.  They make me feel relaxed and calming. Also if is a Web page.,Different places on the planet and the planet as a whole. They make me feel like traveling to some of these destinations.,text,Photography of different landscapes and the planet.  They make me feel relaxed and calming. Also if is a Web page.  Different places on the planet and the planet as a whole. They make me feel like traveling to some of these destinations.,1,42,4.76,4.76
821,R_6C93UxBUGkkpnFv,Low,Advertisements and other images that do not appear to be related to each other or have any relevance for me,"Maps, charts and photographs which might be related to global warming or may irrelevant to thatbsubject",text,"Advertisements and other images that do not appear to be related to each other or have any relevance for me Maps, charts and photographs which might be related to global warming or may irrelevant to thatbsubject",1,36,2.78,0
822,R_6YuoNkETVLsWMGB,High,These images show the Earth on fire. This makes me sad because we are not doing enough to prevent it.,These show the effects of climate change on our planet. The world is heating up and we will not survive the climate we are creating.,text,These images show the Earth on fire. This makes me sad because we are not doing enough to prevent it.  These show the effects of climate change on our planet. The world is heating up and we will not survive the climate we are creating.,1,45,2.22,2.22
823,R_11WzHqkdXwVVz1U,Low,There is all different types of images and I'm wondering what they all mean together looks like a commercial of some sorts,There are different types of images makes me curious about what it is the images are trying to say but I will figure it all out in time,text,There is all different types of images and I'm wondering what they all mean together looks like a commercial of some sorts There are different types of images makes me curious about what it is the images are trying to say but I will figure it all out in time,1,50,0,0
824,R_3dpVxbNjPQzIsuZ,Low,makes me feel unhappy to see so many fools protesting for no good reason.  with all the changes they want it will not make a difference,kind of bored it looks like the same crap about how bad cliamate change is that we have been hearing for years,text,makes me feel unhappy to see so many fools protesting for no good reason.  with all the changes they want it will not make a difference kind of bored it looks like the same crap about how bad cliamate change is that we have been hearing for years,1,48,12.5,8.33
825,R_5GBoNAcxa5RH8Si,Low,"Some are a little confusing.  Picture of a redhead girl?  Why?  There's a couple, though, that indicate the world is looking at polution choices... the first top picture showing a contrast between rainbows and smokestacks, another showing smoke being spewed into the air, some of people demonstrating for future generations, one mentions COP26 the United Nations Climate Change Conference, for example.   I felt concerned and determined.","Some have words in foreign languages I can't read, but the graph and a couple others make it fairly clear that they relate to global warming and it's impact on the earth.  They make me feel determined to continue to advocate for the ecology of the world, and some regret over what's happening.",text,"Some are a little confusing.  Picture of a redhead girl?  Why?  There's a couple, though, that indicate the world is looking at polution choices... the first top picture showing a contrast between rainbows and smokestacks, another showing smoke being spewed into the air, some of people demonstrating for future generations, one mentions COP26 the United Nations Climate Change Conference, for example.   I felt concerned and determined. Some have words in foreign languages I can't read, but the graph and a couple others make it fairly clear that they relate to global warming and it's impact on the earth.  They make me feel determined to continue to advocate for the ecology of the world, and some regret over what's happening.",1,119,2.52,2.52
826,R_3Doq6IQHPU2o2DO,High,The images clearly depict the disastrous effect mankind has had on Mother Earth since our existence.  It is disheartening to see what we are doing to the planet at our own peril.  If we don't take corrective action we all may be doomed!,"The images basically highlight what global warming is doing to our beloved planet.  We are slowly killing Mother Earth.  It makes me sad knowing that most people care very little about this issue and only focus on the here and now. If we don't address climate change rapidly, it will continue to choke the life out of Mother Earth.  Mankind's very existence depends upon it. Wake up world!",text,"The images clearly depict the disastrous effect mankind has had on Mother Earth since our existence.  It is disheartening to see what we are doing to the planet at our own peril.  If we don't take corrective action we all may be doomed!  The images basically highlight what global warming is doing to our beloved planet.  We are slowly killing Mother Earth.  It makes me sad knowing that most people care very little about this issue and only focus on the here and now. If we don't address climate change rapidly, it will continue to choke the life out of Mother Earth.  Mankind's very existence depends upon it. Wake up world!",1,111,6.31,1.8
827,R_6Cq8TCMT2wAagf6,High,"Various photos that I have no feelings or interest for at all. To put it simply, I don’t really care.",They are photos of the earth and I have no feelings about them other than they are very interesting,text,"Various photos that I have no feelings or interest for at all. To put it simply, I don’t really care. They are photos of the earth and I have no feelings about them other than they are very interesting",1,39,5.13,0
828,R_3dnqul1OVgbzKku,High,it makes me feel like we aren't fully aware of the damage that has been done on a global scale and what we can do to make a positive impact,the content to me seems like it speaks to the issue of global warming.  i think it is a topic that should be taken more seriously than it has been,text,it makes me feel like we aren't fully aware of the damage that has been done on a global scale and what we can do to make a positive impact  the content to me seems like it speaks to the issue of global warming.  i think it is a topic that should be taken more seriously than it has been,1,60,3.33,0
829,R_5lcm6v27O6pab3n,High,worried about the effects of climate change that are caused by human sctions as it seems to be getting worse every year.,We have but one world our home earth. Humans are the most important preserver or destroyer of our planet.,text,worried about the effects of climate change that are caused by human sctions as it seems to be getting worse every year. We have but one world our home earth. Humans are the most important preserver or destroyer of our planet.,1,41,9.76,2.44
830,R_3dxRpkAfDQlCw19,Low,People demonstrating for peace. It make me feel unhappy and that the world is not in a good place. Maybe there will be change.,images are conveying global warming and how the world is getting hotter every years. It shows it's world wide.,text,People demonstrating for peace. It make me feel unhappy and that the world is not in a good place. Maybe there will be change. images are conveying global warming and how the world is getting hotter every years. It shows it's world wide.,1,43,6.98,4.65
831,R_3rIDpzQsD7LJ0JP,High,They are all different and they don't make me feel one way or the other. Not feeling anything of any kind.,"The world has different natural wonders, and these images show some of the ways to interpret them. Sunsets are the best.",text,"They are all different and they don't make me feel one way or the other. Not feeling anything of any kind. The world has different natural wonders, and these images show some of the ways to interpret them. Sunsets are the best.",1,42,0,0
832,R_5pQMkB29MIVpN2H,Low,I have no feelings one way or the other they are just a bunch of pictures with no meaning to most of them,Bored some are pictures of the world with words I can't read it is just a collection of pictures without any meaning,text,I have no feelings one way or the other they are just a bunch of pictures with no meaning to most of them  Bored some are pictures of the world with words I can't read it is just a collection of pictures without any meaning,1,45,2.22,2.22
833,R_720DsrN7QAzxJjb,Low,Still looks confusing. Better topics than the last clip.i like the vivid imagery. Makes me want to click on the ad.,Makes me feel confused when look at it. Some interesting topics though. Looks like it's mostly medical topics.,text,Still looks confusing. Better topics than the last clip.i like the vivid imagery. Makes me want to click on the ad. Makes me feel confused when look at it. Some interesting topics though. Looks like it's mostly medical topics.,1,40,10,5
834,R_1rTTsPnqO7d6ONj,Low,It really doesn't make me feel anything . At first I thought it was record covers but now I don't know.,A lot of these look like different maps of different countries and the whole world. The rest I have no clue,text,It really doesn't make me feel anything . At first I thought it was record covers but now I don't know. A lot of these look like different maps of different countries and the whole world. The rest I have no clue,1,41,2.44,0
835,R_3eslYm6ATa5GcC5,Low,"Confused.  Some of them are happy.  Some are political in nature.  So, of them are interesting to see and would like to know more.",Some images are in a foreign language.  Some are indicative of global warming but need more info to understand them. Some of them are biased to a degree and require very much detail.,text,"Confused.  Some of them are happy.  Some are political in nature.  So, of them are interesting to see and would like to know more. Some images are in a foreign language.  Some are indicative of global warming but need more info to understand them. Some of them are biased to a degree and require very much detail.",1,57,8.77,7.02
836,R_1fC93rZCFJxm5zx,High,Something you would see on Animal planet or geo geographic . Could possibly be a wall paper as well.,The content of these images displays a varieties of images. From the earth to the skies they all have an importance of mother nature and earth.,text,Something you would see on Animal planet or geo geographic . Could possibly be a wall paper as well. The content of these images displays a varieties of images. From the earth to the skies they all have an importance of mother nature and earth.,1,44,2.27,0
837,R_6k21eSzmhhdLfuP,Low,This is the image that shows our day to day activities and I feel cool with it because it’s very good and very nice to use,This imagine shows our day to day activities and I feel very happy to see and it’s cool with that to do,text,This is the image that shows our day to day activities and I feel cool with it because it’s very good and very nice to use  This imagine shows our day to day activities and I feel very happy to see and it’s cool with that to do,1,48,10.42,4.17
838,R_30dAsgxwiFzZQsJ,Low,It looks like a mishmash of different types of entertainment. The images on my cell phone are too small and I really can’t see what saying even blown up.,"They really do not make me feel anything. I do see some bright colors with in it, which makes me feel warm and fuzzy but otherwise I don’t feel anything.",text,"It looks like a mishmash of different types of entertainment. The images on my cell phone are too small and I really can’t see what saying even blown up. They really do not make me feel anything. I do see some bright colors with in it, which makes me feel warm and fuzzy but otherwise I don’t feel anything.",1,59,3.39,1.69
839,R_7DXWMM1l4vUDaNb,Low,"They look informative & make me feel informed & able to make informed choices 
Also the series with many choices makes finding relevant topics possible","The choice is mainly science oriented 
It makes me feel curious and wanting to explore a topic I have not previously",text,"They look informative & make me feel informed & able to make informed choices 
Also the series with many choices makes finding relevant topics possible  The choice is mainly science oriented 
It makes me feel curious and wanting to explore a topic I have not previously",1,44,0,0
840,R_7eY4SCJuoLNnG1z,High,The earth and its beauty.and also how harsh it can be. Also the human ra e is destroying it with its pollution.,Mother earth and its creations. Fascinated I love nature and our planet earth. Life its self is beautiful.,text,The earth and its beauty.and also how harsh it can be. Also the human ra e is destroying it with its pollution. Mother earth and its creations. Fascinated I love nature and our planet earth. Life its self is beautiful.,1,41,12.2,2.44
841,R_6Ucs6qZe9BKYegN,Low,Confused and worried for the future of our country and the younger generations ! I don't know How I could elaborate more !,I feel like the US and perhaps some other major Countries we ally with are extremely focused on Global Warming. It may be a moderate concern but not as big as we are making it out to be !,text,Confused and worried for the future of our country and the younger generations ! I don't know How I could elaborate more ! I feel like the US and perhaps some other major Countries we ally with are extremely focused on Global Warming. It may be a moderate concern but not as big as we are making it out to be !,1,59,3.39,3.39
842,R_3BghLlgNUIOmWnw,High,Nature unique artsy real point of veiw bright and colorful dark diffrent landscapes it’s like yin and yang the bright side and the dark side of the world,I like them I love the bright colors and the the way they show the whole world in different settings on fire in half split landscape,text,Nature unique artsy real point of veiw bright and colorful dark diffrent landscapes it’s like yin and yang the bright side and the dark side of the world I like them I love the bright colors and the the way they show the whole world in different settings on fire in half split landscape,1,54,9.26,1.85
843,R_6wSlqh9fLCCM5rZ,High,Google image search related to climate change in each one of these images seems to show the world burning,Google image search is what I see in the picture above so multiple pictures of different images that seam to be on climate change,text,Google image search related to climate change in each one of these images seems to show the world burning  Google image search is what I see in the picture above so multiple pictures of different images that seam to be on climate change,1,43,0,0
844,R_5CVOAmsbYBahXvn,Low,There is way to much information to concentrate completely on any of the images in this picture.  I can't concentrate with so many,This looks like it has to do with weather and maybe the rise in the global temperature. And city highs,text,There is way to much information to concentrate completely on any of the images in this picture.  I can't concentrate with so many This looks like it has to do with weather and maybe the rise in the global temperature. And city highs,1,43,0,0
845,R_1yofGQqs6rJ9Hd7,High,Looks someone screenshot the world ending in google images and censored out the words in the search bar so how do I fell imma be honest i don’t really care,Same thing I just need some money cuh XD oh shoot I gotta have 100 word ight but idk what to put so I’m typing my thought process lol,text,Looks someone screenshot the world ending in google images and censored out the words in the search bar so how do I fell imma be honest i don’t really care  Same thing I just need some money cuh XD oh shoot I gotta have 100 word ight but idk what to put so I’m typing my thought process lol,1,59,3.39,0
846,R_1PbA36dY42YAhle,High,Make me feel nothing I like them I Guess just because there colorful but I honestly don't understand,It makes me feel good I like all the images they look like great content makes me warm I like the images,text,Make me feel nothing I like them I Guess just because there colorful but I honestly don't understand  It makes me feel good I like all the images they look like great content makes me warm I like the images,1,40,7.5,2.5
847,R_3OlRHaYr79aInoi,Low,I see a bunch of random images and they make me feel curious looking at them and figuring out what they represent,Weather images and they dont make me feel any way in particular. Not sure how they are all supposted to come together,text,I see a bunch of random images and they make me feel curious looking at them and figuring out what they represent Weather images and they dont make me feel any way in particular. Not sure how they are all supposted to come together,1,44,0,0
848,R_148m4wcjy2XpIpE,Low,"Honestly, I can't tell you much about them. They seem disconnected from each other.  The environment?  Fossil fuels?  I just feel frustrated by them.",Polar icecap is melting.  And perhaps other global warming issues.  Feels sad. But for several I don't know what their point is.,text,"Honestly, I can't tell you much about them. They seem disconnected from each other.  The environment?  Fossil fuels?  I just feel frustrated by them.
 Polar icecap is melting.  And perhaps other global warming issues.  Feels sad. But for several I don't know what their point is.",1,46,4.35,4.35
849,R_1dsWfyp48hV7una,Low,I am seeing people accomplishing things or banding together for a cause. It shows you the power of working hard and banding together.,They interest me but I'm not really sure what they represent. I think that it has something to do with global warming and the effects of it.,text,I am seeing people accomplishing things or banding together for a cause. It shows you the power of working hard and banding together. They interest me but I'm not really sure what they represent. I think that it has something to do with global warming and the effects of it.,1,50,2,0
850,R_6lQ47jVupqQ2cMi,High,The earth needs our help and I fear that it may be too late to reverse the damage done. How do we fix it,"It makes me feel fear for the future of the planet earth, we have damaged the planet so badly and I don't know if we can fix it",text,"The earth needs our help and I fear that it may be too late to reverse the damage done. How do we fix it It makes me feel fear for the future of the planet earth, we have damaged the planet so badly and I don't know if we can fix it",1,52,7.69,5.77
851,R_3XgT4eOKNjFoYAF,High,"Lot of pictures of pollution from manufacturing plants and bad/healthy split screens, disaster versus thriving.","Burning planet affecting wildlife, thirsty planet. I don't understand the symbolism okay I do of the hand holding a pla et that can get worse or can get better.",text,"Lot of pictures of pollution from manufacturing plants and bad/healthy split screens, disaster versus thriving. Burning planet affecting wildlife, thirsty planet. I don't understand the symbolism okay I do of the hand holding a pla et that can get worse or can get better.",1,45,6.67,2.22
852,R_1jeNFnLROojxVkK,Low,The content displayed appears to be about gatherings or protests. I see groups of people. It makes me feel curious.,The content shown displays graphs and data. They make me feel indifferent. I don't really have much of an opinion on the images shown.,text,The content displayed appears to be about gatherings or protests. I see groups of people. It makes me feel curious. The content shown displays graphs and data. They make me feel indifferent. I don't really have much of an opinion on the images shown.,1,44,2.27,2.27
853,R_7aazdvkFNsuu5u6,Low,"There are a variety of images including individual people, crowds of protesters as well as rural and industrial sites.  The overall feeling is one of concern for the environment, particularly as one of these slides has COP26 mentioned",These images more fully show some of the effects of climate change and definitely make me feel concerned.,text,"There are a variety of images including individual people, crowds of protesters as well as rural and industrial sites.  The overall feeling is one of concern for the environment, particularly as one of these slides has COP26 mentioned These images more fully show some of the effects of climate change and definitely make me feel concerned.",1,56,3.57,1.79
854,R_7FxF3h6xdD7ZOsy,High,These images are similar to the last screen: showing the landscape as either half whole and half burnt or similar scenes of the balance between a sustainable environment and one that is desolate and barren.,They symbolize the situation we find ourselves in; as we pillage the planet we have to realize that we're ruining the only place we know of in the universe that can support life...and we have what we need to stop the decline and restore the environment that we need to live.,text,These images are similar to the last screen: showing the landscape as either half whole and half burnt or similar scenes of the balance between a sustainable environment and one that is desolate and barren.  They symbolize the situation we find ourselves in; as we pillage the planet we have to realize that we're ruining the only place we know of in the universe that can support life...and we have what we need to stop the decline and restore the environment that we need to live.,1,87,2.3,0
855,R_54TiXDYCvCHTzZT,Low,Some of the images are disturbing showing violence Others  has an image of a rainbow There is a lot of activity in some of the pictures showing people with picket signs and protesters in a crowd of people,The image of the polar bear sitting on the melting polar ice caps is very disturbing I am given the imp that since the maps depict the continents of the world that there is info that is showing data regarding He climate hanged in the world,text,Some of the images are disturbing showing violence Others  has an image of a rainbow There is a lot of activity in some of the pictures showing people with picket signs and protesters in a crowd of people   The image of the polar bear sitting on the melting polar ice caps is very disturbing I am given the imp that since the maps depict the continents of the world that there is info that is showing data regarding He climate hanged in the world,1,84,3.57,0
856,R_7MZ35JvVYk7cJ7g,High,Looks like dry ground and heat. The images are not pretty and they make me feel too warm. They are not comfortable to look at. I would prefer cooler colors,To me all of these pictures depict disaster. A scorched earth that is dying. I don’t like the pictures because I do not believe in climate change.,text,Looks like dry ground and heat. The images are not pretty and they make me feel too warm. They are not comfortable to look at. I would prefer cooler colors To me all of these pictures depict disaster. A scorched earth that is dying. I don’t like the pictures because I do not believe in climate change.,1,57,1.75,1.75
857,R_6FljOuveFhs5waI,Low,"Some are protesting and some I don’t care about as they are no good as well as disrespecting 
Non good","Looks like a news program that has gone wrong 
No doubt you have it all wrong as I see nothing as important",text,"Some are protesting and some I don’t care about as they are no good as well as disrespecting 
Non good  Looks like a news program that has gone wrong 
No doubt you have it all wrong as I see nothing as important",1,42,19.05,4.76
858,R_3IbYJDrdjDkdvfU,High,Is the economy coming to the end and how we're ruining our economy ourselves animals are dying the planet is dying,Looks like different ways the world can be destroyed be on fire break in half animals dying the economy is falling apart and it makes me feel horrible because not just me can do anything about it,text,Is the economy coming to the end and how we're ruining our economy ourselves animals are dying the planet is dying Looks like different ways the world can be destroyed be on fire break in half animals dying the economy is falling apart and it makes me feel horrible because not just me can do anything about it,1,58,3.45,0
859,R_1Eh9cjEgg2XeOLO,High,Looks more like our problems with pollution and what it's doing to the environment. As well as maybe some direction on how we can help the environment,These images make me feel rather sad. It shows us how we are literally destroying our environment for future generations,text,Looks more like our problems with pollution and what it's doing to the environment. As well as maybe some direction on how we can help the environment  These images make me feel rather sad. It shows us how we are literally destroying our environment for future generations,1,47,8.51,2.13
860,R_6d02PhUTu21JMC0,Low,"lots of different images, different reactions, I like the one with the bird in the middle of the empty field","all the images are different and inspire various reactions, I like images of nature, like the polar bear",text,"lots of different images, different reactions, I like the one with the bird in the middle of the empty field all the images are different and inspire various reactions, I like images of nature, like the polar bear",1,38,5.26,2.63
861,R_57vsiIRA3HzZBu1,Low,Some of the photos make me happy while others draw concern.  I'm not sure what some of the pictures represent.,I love animals so I enjoy the polar bear picture.  The ones with the maps and graphs don't do anything for me.,text,Some of the photos make me happy while others draw concern.  I'm not sure what some of the pictures represent. I love animals so I enjoy the polar bear picture.  The ones with the maps and graphs don't do anything for me.,1,42,4.76,4.76
862,R_72tP7COhXaEXjbp,High,"Most of the images show destruction in some along with other show how the earth is being depleted by temperature highs, or fires.  form or another. The oil field where stack gas is being vented or burned, the dry lakebed, The Nuclear power plant farm and the very large amount of water vapor in the air flow indicates a lot of heat being released in the coolant flows to keep the reactors at safe levels.  They are all very sad to see. We are grinding the earth down to unlivable conditions.","Similar to the first set of photos. A montage of photos showing how the earth and environs could be in just a short while if things are left as they are.  It makes a strong plea to our sensibilities as to the fact that we need to do something now to prevent the flip side shots of a destroyed planet. Climate change in these sets of photos are the results of a heated climate, all of them and also included are the sources of some of the heat. And once the heat has built up, it can only be dissipated by radiation and convection into the coldness of space. Not easy to do.",text,"Most of the images show destruction in some along with other show how the earth is being depleted by temperature highs, or fires.  form or another. The oil field where stack gas is being vented or burned, the dry lakebed, The Nuclear power plant farm and the very large amount of water vapor in the air flow indicates a lot of heat being released in the coolant flows to keep the reactors at safe levels.  They are all very sad to see. We are grinding the earth down to unlivable conditions.  Similar to the first set of photos. A montage of photos showing how the earth and environs could be in just a short while if things are left as they are.  It makes a strong plea to our sensibilities as to the fact that we need to do something now to prevent the flip side shots of a destroyed planet. Climate change in these sets of photos are the results of a heated climate, all of them and also included are the sources of some of the heat. And once the heat has built up, it can only be dissipated by radiation and convection into the coldness of space. Not easy to do.",1,204,3.43,0.49
863,R_1mOEpDaIGwLL20q,Low,Again they are pictures or content to try and instill fear of Global warming. I am neutral in feeling when I look at them,They have content showing effects of temperature. The intent of the pictures and chart is probably to try and entice fear of Global warming.,text,Again they are pictures or content to try and instill fear of Global warming. I am neutral in feeling when I look at them They have content showing effects of temperature. The intent of the pictures and chart is probably to try and entice fear of Global warming.,1,48,6.25,4.17
864,R_3R83STa2sGvUnWF,Low,I think that solar panels and wind turbines are not the answer to our electrical problems. I think we should look into Nuclear Power Plants more than ever.,It's about global warming and traveling the world. I don't think the temps are much worse than they were 100 years ago.,text,I think that solar panels and wind turbines are not the answer to our electrical problems. I think we should look into Nuclear Power Plants more than ever. It's about global warming and traveling the world. I don't think the temps are much worse than they were 100 years ago.,1,50,2,0
865,R_5jDHDNBL4VZvjFf,High,"Far too much pollution going into our atmosphere. 
We can do much better, and the U.S. has been leading the way at doing bettter.","Earth…. amazing, and a lot of responsibility for we citizens to care for. We can, and should do better.",text,"Far too much pollution going into our atmosphere. 
We can do much better, and the U.S. has been leading the way at doing bettter. Earth…. amazing, and a lot of responsibility for we citizens to care for. We can, and should do better.",1,43,13.95,2.33
866,R_5C7rJWg92bC0Fwh,Low,They do not affect me because I know that global warming is a farse since the global temperature in last forty years has risen only risen .0145 degrees  and will take another 2000 years to rise a full 1 degree and will not reach temperatures of the era of enlightenment. In addition approximately one third of the earth bound temperature sensing devices are poorly located in parking lots and next to brick walls therefore producing erroneous readings,"Some are duplicated, some imply global warming is a crises, two are maps of with Russian Cyrillic notation and with other data that cannot be read and all contain some data that is too small to be read",text,"They do not affect me because I know that global warming is a farse since the global temperature in last forty years has risen only risen .0145 degrees  and will take another 2000 years to rise a full 1 degree and will not reach temperatures of the era of enlightenment. In addition approximately one third of the earth bound temperature sensing devices are poorly located in parking lots and next to brick walls therefore producing erroneous readings Some are duplicated, some imply global warming is a crises, two are maps of with Russian Cyrillic notation and with other data that cannot be read and all contain some data that is too small to be read",1,115,0.87,0
867,R_6DtMa2Ewmm58qJl,High,"Again, we are looking at steam emissions while we are being made to believe it is air pollution.  Land becoming arid as a result, lakes drying up and it is our fault.  Even though anyone who understands the slightest bit of geology knows that the man made emissions pale in comparison to what one volcanic eruption emits into the atmosphere.","It is an attempt to tell us what will happen as a result of global warming.  As far as feelings, it makes me angry that this garbage is spoon fed to our children when there is no proof that anything having to do with climate change can be controlled by man instead of God.",text,"Again, we are looking at steam emissions while we are being made to believe it is air pollution.  Land becoming arid as a result, lakes drying up and it is our fault.  Even though anyone who understands the slightest bit of geology knows that the man made emissions pale in comparison to what one volcanic eruption emits into the atmosphere. It is an attempt to tell us what will happen as a result of global warming.  As far as feelings, it makes me angry that this garbage is spoon fed to our children when there is no proof that anything having to do with climate change can be controlled by man instead of God.",1,114,3.51,0.88
868,R_5pFGPPCNZMJTR8r,High,The images are usually darker in content and look at the world in a thoughtful manner for the viewer.  The images make me think of what are the images trying to portray to the viewer.  It makes me think of the good and evil in this world.,The content of these images are lighter in color than the other and give out more positive images of the world.  These images make me feel good and positive about the world in general.,text,The images are usually darker in content and look at the world in a thoughtful manner for the viewer.  The images make me think of what are the images trying to portray to the viewer.  It makes me think of the good and evil in this world. The content of these images are lighter in color than the other and give out more positive images of the world.  These images make me feel good and positive about the world in general.,1,81,3.7,2.47
869,R_54BdcMAkQGTiIlr,Low,"Some seem to be more.pleasant atmosphere displayed, although some are protests and further images of climate change.  Very confusing as to the theme of the photos.",They seem to portray the results of global warming but the only one I can read to know for sure is the chart in English.,text,"Some seem to be more.pleasant atmosphere displayed, although some are protests and further images of climate change.  Very confusing as to the theme of the photos. They seem to portray the results of global warming but the only one I can read to know for sure is the chart in English.",1,52,3.85,3.85
870,R_6MxZFMmdT6pbVER,High,"corporation at work ,droughts,too much smoke comming from smoke stacks,bad fire animals running,half the world not looking good","half the world I see droughts and the other looks green not buning,looks very hot in some places,looks like animals dont have too much space",text,"corporation at work ,droughts,too much smoke comming from smoke stacks,bad fire animals running,half the world not looking good half the world I see droughts and the other looks green not buning,looks very hot in some places,looks like animals dont have too much space",1,48,12.5,4.17
871,R_6wtxQhrYYzAQSgy,Low,"Views of various places around the world showing people, animals and steam from what is probably a power plant. They don't make me feel anything emotional, just curious.","Without knowing the context of what was being searched, these images are basically, meaningless and do not make me feel (i.e. a emotional response) anything.",text,"Views of various places around the world showing people, animals and steam from what is probably a power plant. They don't make me feel anything emotional, just curious. Without knowing the context of what was being searched, these images are basically, meaningless and do not make me feel (i.e. a emotional response) anything.",1,53,3.77,3.77
872,R_75J41Y7m1rybjLH,Low,The content appears to be demonstrations/gatherings related to climate change and LGBTQ issues. They appear to involve a diverse group of people.,These images all appear to involve climate change and how it effects people and animals. It shows the effects of change all over the world.,text,The content appears to be demonstrations/gatherings related to climate change and LGBTQ issues. They appear to involve a diverse group of people. These images all appear to involve climate change and how it effects people and animals. It shows the effects of change all over the world.,1,48,0,0
873,R_1zstUzuTtifNZQd,High,Pollution can l3ad us down the path of a barren wilderness or a green garden. I dont get the image from the ceiling of st. Peter's with the touching fingers and its relation to the others,The fate of the world is in our hands. We can either have a scorched earth or we can have a green paradise.,text,"Pollution can l3ad us down the path of a barren wilderness or a green garden. I dont get the image from the ceiling of st. Peter's with the touching fingers and its relation to the others



 The fate of the world is in our hands. We can either have a scorched earth or we can have a green paradise.",1,59,3.39,0
874,R_7pWZPYQTurRTqH8,High,"Images show the diversity and effects of climate change from cracked ground to smoke stacks, and even a outreach of arms, touching fingers contrasting fire and live earth.","The images are great depiction of life versus dying earth, and it makes me feel very concerned that we are heading towards a dying planet.",text,"Images show the diversity and effects of climate change from cracked ground to smoke stacks, and even a outreach of arms, touching fingers contrasting fire and live earth. The images are great depiction of life versus dying earth, and it makes me feel very concerned that we are heading towards a dying planet.",1,53,5.66,1.89
875,R_5rNP2AtZLoSJqYQ,High,"Dry, thirsty. Scared. Too may emotions to type here. Solution is killing us all. We need to save the planet",globes. Makes you feel small. Proves that the earth is round. We are all so small on this planet. So much to see,text,"Dry, thirsty. Scared. Too may emotions to type here. Solution is killing us all. We need to save the planet globes. Makes you feel small. Proves that the earth is round. We are all so small on this planet. So much to see",1,43,6.98,4.65
